"fcktard",0
"fckyeah",0
"fcuk",0
"fcuked",0
"fcuker",0
"fcukers",0
"fcuking",0
"fcukker",0
"fcuks",0
"fcvking",0
"feck",0
"feck arse",0
"fecker",0
"feg",0
"fellatio aficionado",0
"fellator",0
"fick",0
"finger",0
"finger fuck",0
"fingerbanged",0
"fingerpop",0
"fk bunny",0
"fkbny",0
"fked",0
"fker",0
"fking",0
"fkings",0
"fkker",0
"flamer",0
"flamers",0
"focker",0
"fook",0
"fooker",0
"fookuh",0
"forked",0
"fothermuckers",0
"fuc",0
"fucc",0
"fucca",0
"fuccers",0
"fuccing",0
"fuccs",0
"Fuck",0
"fuck arse",0
"fuck face",0
"fuck faces",0
"fuck goblin",0
"fuck head",0
"fuck off",0
"fuck up",0
"fuck y0u",0
"fuck you",0
"fuck your",0
"fuck your mother",0
"fucka",0
"fuckahs",0
"fuckass",0
"fuckasses",0
"fuckaz",0
"fuckbag",0
"fuckboy",0
"fucked",0
"fucked up",0
"fuckem",0
"fucker",0
"fucker off",0
"fuckers",0
"fuckface",0
"fuckfaces",0
"fuckhead",0
"fuckheaded",0
"fuckheads",0
"fuckin",0
"fucking",0
"fucking A",0
"fucking asshole",0
"fucking bastard",0
"fucking hell",0
"fucking me",0
"fucking retard",0
"fucking shit",0
"fuckk",0
"fuckless",0
"fuckmachine",0
"fucknuckle",0
"fucks",0
"fuckshit",0
"fuckshitface",0
"fuckshithead",0
"fuckstar",0
"fuckster",0
"fuckstick",0
"fucktard",0
"fucktards",0
"fuckup",0
"fuckwad",0
"fuckwhore",0
"fucs",0
"fucx",0
"fudgefucker",0
"fudgepacker",0
"fudgepackers",0
"fudgepackershitter",0
"fudgepacking fucker",0
"fugged",0
"fugger",0
"fuggerz",0
"fuggings",0
"fugly",0
"fuk",0
"fuk1n",0
"fuk1ng",0
"fukcs",0
"fuker",0
"fukheads",0
"fukin",0
"fuking",0
"fukk",0
"fukka",0
"fukked",0
"fukker",0
"fukkers",0
"fukking",0
"fukkings",0
"fukkuh",0
"fuks",0
"fuku",0
"fukwhore",0
"fukwit",0
"full of shit",0
"funbags",0
"fuq",0
"futhamucka",0
"fux",0
"fux0r",0
"fvck",0
"fvck you",0
"fvcka",0
"fvckbunny",0
"fvcker",0
"fvckers",0
"fvckin",0
"fvcking",0
"fvckker bunny",0
"fvckwhi",0
"fxck",0
"fxcked",0
"fxcker",0
"fxcking",0
"g@y b1tch",0
"g@ylord",0
"g@yshit",0
"g0ddamn",0
"g0ddamned",0
"g0ddamnit",0
"gash-stabber",0
"gay ass",0
"gay bitch",0
"gay fuck",0
"gay fucker",0
"gay shit",0
"gay wad",0
"gayest",0
"gaylord",0
"gaylords",0
"gayness",0
"gaysian",0
"gaytard",0
"geebag",0
"get fucked",0
"gin jockey",0
"girlieboy",0
"girly bits",0
"girlyboy",0
"go fuck yourself",0
"go to hell",0
"gobshite",0
"god dammit",0
"god damn",0
"god damn it",0
"god damned",0
"god damnit",0
"god-dam",0
"god-damned",0
"godamnit",0
"godd@amn",0
"godd@mnit",0
"goddammit",0
"goddamn",0
"goddamn mothafuckers",0
"goddamn son of a bitch",0
"goddamn son-of-a-bitch",0
"goddamned",0
"goddamnit",0
"gook",0
"gowl",0
"greaser",0
"groid",0
"groper",0
"gyp",0
"harry palms",0
"heeb",0
"higg@",0
"higg3r",0
"higga",0
"higger",0
"higgers",0
"hoar",0
"hoe",0
"hoe-asses",0
"hoebag",0
"hoes",0
"holy fuck",0
"homo",0
"homo asses",0
"homos",0
"hooters",0
"horse shit",0
"horse's asses",0
"horseshit",0
"hustler",0
"injun",0
"j-offs",0
"j3rk",0
"ja!lbait",0
"ja1lbait",0
"Jack off",0
"jack-off",0
"jack-offs",0
"jackarse",0
"jackass",0
"jackasses",0
"jackasss",0
"jackoff",0
"jackoffs",0
"jackoffz",0
"jagoff",0
"jailba!t",0
"jailbait",0
"jap",0
"jerk off",0
"jerk-0ff",0
"jerk-0ffs",0
"jerk-off",0
"jerk-offs",0
"jerking off",0
"jerkoff",0
"jerkoff jerking off",0
"jerkoffs",0
"jerks off",0
"jewboy",0
"jigaboo",0
"jigaboos",0
"jigga",0
"jiggaboo",0
"jiggabooboo",0
"jiggaboos",0
"jiggabu",0
"jiggas",0
"jigger",0
"jiggerboo",0
"jiggerboos",0
"jiggs",0
"jiggyboo",0
"jigro",0
"jim crow",0
"jizz",0
"jizz eater",0
"jizz licker",0
"jizz-jockey",0
"jizzbags",0
"jizzed",0
"jizzes",0
"jizzfucker",0
"jizzing",0
"jizzsacks",0
"jizzstain",0
"jizzy",0
"k!k3",0
"k!ke",0
"k..!ke",0
"k1k3",0
"k1ke",0
"kid diddler",0
"kiddy touch",0
"kike",0
"kikes",0
"kiss ass",0
"kiss my ass",0
"kitty puncher",0
"kkk",0
"klan",0
"klitoris",0
"kneegrows",0
"knickers",0
"knob",0
"knob eater",0
"knob gobbler",0
"knob jockey",0
"knob-face",0
"knob-gobbler",0
"knob-head",0
"knob3d",0
"knob3nd",0
"knobd",0
"knobe",0
"knobead",0
"knobeads",0
"knobed",0
"knobeds",0
"knobend",0
"knobender",0
"knobends",0
"knobendy",0
"knobendz",0
"knober",0
"knobes",0
"knobgobbler",0
"knobhead",0
"knobheads",0
"knobjockies",0
"knobjocky",0
"knobjokey",0
"knobjokeys",0
"ku kluxer",0
"kyke",0
"l@dyb0i",0
"l@dyb0y",0
"l@dyboy",0
"l3i + ch",0
"l3i+ch",0
"l3itch",0
"l3itches",0
"ladboys",0
"ladboyz",0
"ladiboy",0
"lady-boy",0
"ladyb0i",0
"ladyb0y",0
"ladyboy",0
"ladyboys",0
"ladyboyz",0
"lesbo",0
"loose woman",0
"m@asterbated",0
"m@derfaker",0
"m@derfuck",0
"m@derfuckers",0
"m0f0",0
"m0f0s",0
"m0fo",0
"m0foes",0
"m0fos",0
"m0ng0l0id",0
"m0ngoloid",0
"m0thafucked",0
"m0thafucker",0
"m0thafucking",0
"m0therfuckeds",0
"m0therfucker",0
"m0therfucking",0
"m0therfvcker",0
"man chowder",0
"man meat",0
"man seed",0
"markasses",0
"meat curtains",0
"meat-sword",0
"mecha fag",0
"mega fag",0
"mf'er",0
"mf'ers",0
"mf'ing",0
"mfckers",0
"MFer",0
"MFers",0
"mfing",0
"mfk",0
"mfs",0
"mfukk",0
"mfukker",0
"milf",0
"mindfuck",0
"mof0es",0
"mof0s",0
"mofcker",0
"mofo",0
"mofo ass",0
"mofoes",0
"mofos",0
"mofoshit",0
"mofuccers",0
"mofucckers",0
"mofuck",0
"mofucker",0
"mofuckkas",0
"mofuk",0
"mofukkas",0
"molester",0
"mong",0
"mongoloid",0
"mongrel",0
"motha fucka",0
"motha fucker",0
"motha fuckers",0
"mothaf@cked",0
"mothafcked",0
"mothafcking",0
"Mothafucc",0
"mothafucced",0
"mothafuccer",0
"mothafuccing",0
"mothafuck",0
"mothafucka",0
"mothafuckas",0
"mothafuckasses",0
"mothafuckaz",0
"mothafuckazzes",0
"mothafucked",0
"mothafuckeds",0
"mothafucker",0
"mothafuckers",0
"mothafuckin",0
"mothafucking",0
"mothafuckings",0
"mothafuckins",0
"mothafucks",0
"mothafuckz",0
"mothafvcked",0
"mother effer",0
"mother fuck",0
"mother fuck you",0
"mother fucka",0
"mother fucker",0
"mother fuckers",0
"mother fucking",0
"mothercker",0
"motherf@kka",0
"motherfacking",0
"motherfcked",0
"motherfckin",0
"motherfcking",0
"motherfcks",0
"motherfckshit",0
"motherfecka",0
"motherfecker",0
"motherfk",0
"motherfucca",0
"motherfuccas",0
"motherfuccers",0
"motherfuck",0
"motherfucked",0
"motherfuckeds",0
"motherfucker",0
"motherfuckers",0
"motherfuckin",0
"motherfucking",0
"motherfuckings",0
"motherfuckingshit",0
"motherfuckins",0
"motherfuckka",0
"motherfuckkas",0
"motherfuckkers",0
"motherfucks",0
"motherfukka",0
"motherfukker",0
"motherfukkings",0
"motherfvck",0
"motherfvcked",0
"motherfvckeds",0
"motherfvcker",0
"motherfvckers",0
"motherfvcking",0
"motherfxck",0
"motherfxcking",0
"mothfck",0
"mothter fuck",0
"mtherfuker",0
"mthrfcker",0
"muddafukkas",0
"mudderfuk",0
"mudderfukker",0
"mufdive",0
"mufdivin",0
"muff",0
"muffdiving",0
"muffdivings",0
"muffindivin",0
"muffindiving",0
"muhfucking",0
"mushroom tip",0
"mutha fucka",0
"mutha fucker",0
"muthafecker",0
"muthafeckers",0
"muthafucka",0
"muthafuckers",0
"muthafuckings",0
"muthafuckker",0
"muthafuckkers",0
"muthafukka",0
"mutherfucker",0
"mutherfuckers",0
"n0bhead",0
"n0bj0cky",0
"n1ckker",0
"n1g3r",0
"n1g3rz",0
"n1gg@",0
"n1gg@hs",0
"n1gg3r",0
"n1gg3rs",0
"n1gga",0
"n1ggah",0
"n1ggahs",0
"n1ggas",0
"n1ggazes",0
"n1gger",0
"n1ggers",0
"n1gguh",0
"n3gro",0
"negga",0
"neggar",0
"negr0",0
"negro",0
"negroes",0
"negroid",0
"niccer",0
"nicka",0
"nickas",0
"nicker",0
"nickk3r",0
"nickker",0
"nig",0
"nig-nog",0
"niga",0
"nigah",0
"nigasses",0
"nigers",0
"nigg@",0
"nigg@hs",0
"nigg@s",0
"nigg@z",0
"nigg@zzes",0
"nigg3r",0
"nigg3rs",0
"nigg4h",0
"nigg4hs",0
"nigga",0
"nigga lover",0
"niggah",0
"niggahs",0
"niggahz",0
"niggas",0
"niggass",0
"niggaz",0
"niggazzes",0
"nigger",0
"nigger lover",0
"niggers",0
"niggerz",0
"niggir",0
"niggress",0
"nigguh",0
"nigguhs",0
"nigguhz",0
"niglet",0
"nignigs",0
"nignog",0
"nigra",0
"nigre",0
"nigs",0
"niguh",0
"nikk3r",0
"nikkas",0
"nikker",0
"nip",0
"nob jockey",0
"nob jokeys",0
"nobbyhead",0
"nobhead",0
"nobheads",0
"nobj0key",0
"nobjockies",0
"nobjocky",0
"nobjokey",0
"nobjokeys",0
"nobs",0
"nonce",0
"nuckas",0
"nuggets",0
"nut butter",0
"nutsack",0
"nutsacks",0
"nympho",0
"nymphomaniac",0
"octopussy",0
"oven dodger",0
"p3n1shead",0
"p3nisfcker",0
"p3nisfcukers",0
"p3nisfvcker",0
"p3nisfvckers",0
"pack my fudge",0
"packerfudgehead",0
"packing fudge",0
"packing fudgehead",0
"packingfudge",0
"packingfudgefucker",0
"packingfudgefucking",0
"packsomefudgefucker",0
"paki",0
"palm jockey",0
"pancake face",0
"pecker",0
"peckerhead",0
"pedo",0
"pedobear",0
"pedobears",0
"pedophl",0
"pedos",0
"pedoz",0
"peen",0
"peener",0
"penisfcker",0
"penisfuccer",0
"penisfucker",0
"penisfuckers",0
"penisfvcker",0
"penisfvckers",0
"penishead",0
"peter",0
"peter puffer",0
"ph@ggots",0
"phaggot",0
"phaggots",0
"phagot",0
"phags",0
"phuc",0
"phucc",0
"phuccer",0
"phucchead",0
"phuccing",0
"phuck",0
"phuck3r",0
"phucked",0
"phucker",0
"phuckin",0
"phucking",0
"phuckings",0
"phucks",0
"phucup",0
"phuk",0
"phuked",0
"phukeds",0
"phukhead",0
"phuking",0
"phukings",0
"phukk",0
"phukked",0
"phukkeds",0
"phukker",0
"Phukking",0
"phuks",0
"phukshit",0
"phuku",0
"phukup",0
"phuq",0
"phuqs",0
"phvckings",0
"pig fucker",0
"pigfucker",0
"pigfuckers",0
"pigfucking",0
"pigfukker",0
"piggyfuck",0
"pigshit",0
"pillow biter",0
"pillow-biter",0
"piss face",0
"piss off fuckhead",0
"piss shit",0
"pissoff",0
"pissoffs",0
"pole licker",0
"pole smoker",0
"pole sucker",0
"polesmoker",0
"porch monkey",0
"prick",0
"prick-face",0
"prick-gobbler",0
"prick-head",0
"pricks",0
"pu$sy",0
"pu55y",0
"pull the pud",0
"punani",0
"punk ass mofoes",0
"punkasses",0
"puss",0
"pusses",0
"pussie",0
"pussies",0
"pussless",0
"pusslicker",0
"pussy",0
"pussy cat",0
"pussy fucker",0
"pussy lick",0
"pussy licker",0
"pussy licking",0
"pussylickers",0
"pussys",0
"pussywhipped",0
"puta",0
"puussy",0
"puzzies",0
"puzzy",0
"queerasses",0
"queers",0
"r3t@rd",0
"r3t@rded",0
"r3tard",0
"raghead",0
"ragheads",0
"ragtard",0
"ramrod",0
"rat bastard",0
"rat baztad",0
"reacharound",0
"rectum",0
"redskin",0
"retard",0
"retardo",0
"retardotron",0
"rice monkey",0
"rim job",0
"s_h_i_",0
"s_h_i_s",0
"s-lut",0
"s.o.b.",0
"s.o.b.s",0
"s/h/i/t",0
"S&M",0
"sack",0
"salad tosser",0
"sambo",0
"sand nigger",0
"sausage jockey",0
"scamfuck",0
"schlong",0
"scumfuck",0
"scumfucker",0
"scumfvck",0
"scummy",0
"scut",0
"sh! +",0
"sh!+",0
"sh1s",0
"sh1t",0
"sh1t3",0
"sh1td1ck",0
"sh1tdick",0
"sh1te",0
"sh1tfuck",0
"sh1th3ad",0
"sh1theads",0
"sh1ts",0
"sh1tsome",0
"sh1tt",0
"sh1tty",0
"sh3mal3",0
"sh3male",0
"shat",0
"she-male",0
"sheeeet",0
"sheet",0
"sheister",0
"shemal3",0
"shemale",0
"shemales",0
"shet",0
"shi+",0
"shi+e",0
"shi+y",0
"shiat",0
"shiddick",0
"shiester",0
"shiesterfuck",0
"shiesterfuckface",0
"shiesterfuckhead",0
"shiesterfucks",0
"shipdit",0
"shit",0
"shit face",0
"shit for brains",0
"shit fuck",0
"shit fucker",0
"shit head",0
"shit licker",0
"shit stain",0
"shit-arse",0
"shit-ass",0
"shit-bandit",0
"shit-fucker",0
"shit-stuffers",0
"shit3",0
"shitass",0
"shitasses",0
"shitassfucker",0
"shitassfuckface",0
"shitbag",0
"shitbird",0
"shitblimp",0
"shitblimps",0
"shitbrain",0
"shitd1ck",0
"shitdick",0
"shitdicks",0
"shitdikk",0
"shitdip",0
"shite",0
"shiteblimps",0
"shited",0
"shitedick",0
"shitefuck",0
"shitefulls",0
"shitehead",0
"shites",0
"shitey",0
"shitface",0
"shitfaced",0
"shitfacefuck",0
"shitfacefucker",0
"shitfck",0
"shitfk",0
"shitfreak",0
"shitfuck",0
"shitfucker",0
"shitfuckhead",0
"shitfuckmotherfucker",0
"shitfucks",0
"shitfudgefucker",0
"shitfvck",0
"shithead",0
"shitheadfucker",0
"shitheadfuckface",0
"shitheads",0
"shithole",0
"shits",0
"shitsdick",0
"shitsfuck",0
"shitsful",0
"shittastic",0
"shittasticfuck",0
"shitte",0
"shitted",0
"shitter",0
"shitterfucker",0
"shitti",0
"shitties",0
"shittiest",0
"shitting",0
"shittings",0
"shitty",0
"shitty mofoes",0
"shittydick",0
"shittydicks",0
"shittyfuck",0
"shittyfuckface",0
"shittyful",0
"shlong",0
"shmale",0
"shtfuk",0
"shut the fuck up",0
"shylock",0
"shytfeisterfuck",0
"sissy",0
"sixty-nine",0
"sk@nks",0
"sk@nky",0
"sk@nkz",0
"skank",0
"skanks",0
"skanky",0
"skankz",0
"sl@nteye",0
"slag",0
"slantard",0
"slanteye",0
"slanteye b1tch",0
"slanteyes",0
"slanteyeshit",0
"slantfreak",0
"slanty",0
"slit",0
"slut",0
"slut hole",0
"sluts",0
"slutty",0
"snatch",0
"snatch licker",0
"soab",0
"son o bitch",0
"son of a bitch",0
"son-of-a-bitch",0
"sonna bitch",0
"sonofabitch",0
"sonofbitches",0
"sons of b1tches",0
"sons of bitches",0
"sons-of-bitches",0
"sonz of bitchez",0
"soppy bollucks",0
"spanking",0
"sperm",0
"sphincter",0
"spic",0
"spicfuck",0
"spick",0
"spics",0
"spicshit",0
"spig",0
"spik",0
"spix",0
"spook",0
"spooks",0
"spunk",0
"stfu",0
"stump chewer",0
"stupid fucker",0
"stupid hoe",0
"stupidasses",0
"suck",0
"suck my cock",0
"suck my d",0
"suck my dick",0
"suck off",0
"sum of a bitch",0
"sumbitch",0
"swine",0
"swine fucker",0
"tacohead",0
"tadger",0
"taking the piss",0
"tallywacker",0
"tar-baby",0
"tard",0
"tard asses",0
"tart",0
"throat yogurt",0
"throater",0
"tickle the pickle",0
"timber nigger",0
"tits",0
"tongue fucker",0
"tongue fucking",0
"tosser",0
"tossing salad",0
"towelhead",0
"towelheads",0
"towelshithead",0
"tramp",0
"Tranny",0
"transvestite",0
"trashb1tch",0
"trashbitch",0
"trashbitches",0
"trashbitchez",0
"trashbtch",0
"trasherbitch",0
"trasherbitchs",0
"trashybitches",0
"trouser snake",0
"trousersnake",0
"turdcutter",0
"turdhead",0
"tw@t",0
"twa+",0
"twat",0
"twat waffle",0
"twatface",0
"twats",0
"twatt",0
"twattish",0
"twatzilla",0
"twink",0
"upskirts",0
"useless fucker",0
"vag",0
"vajayjay",0
"vulva",0
"w@nker",0
"w@nkers",0
"w4nk3r",0
"w4nker",0
"wang",0
"wang wrangler",0
"wank",0
"wank off",0
"wank3r",0
"wank3rs",0
"wankbastard",0
"wanked",0
"wanker",0
"wankers",0
"wankies",0
"wanking",0
"wanks",0
"we1back",0
"weenie",0
"weiner",0
"wet back",0
"wetback",0
"wetbacks",0
"wh0r3",0
"wh0re",0
"whack off",0
"what the fuck",0
"whoar",0
"whoars",0
"whor3",0
"whore",0
"whores",0
"wigger",0
"willy-whacker",0
"window licker",0
"wise ass",0
"wnker",0
"wop",0
"wophead",0
"zip in the wire",0
"zipperhead",0
"accept",1
"achieve",1
"acquire",1
"act",1
"add",1
"adjust",1
"admire",1
"admit",1
"adopt",1
"advise",1
"afford",1
"agree",1
"alert",1
"allow",1
"amuse",1
"analyze",1
"announce",1
"annoy",1
"answer",1
"apologize",1
"appear",1
"apply",1
"appoint",1
"appreciate",1
"approach",1
"approve",1
"argue",1
"arrange",1
"arrest",1
"arrive",1
"ask",1
"assemble",1
"assess",1
"assign",1
"assist",1
"assume",1
"assure",1
"attach",1
"attack",1
"attempt",1
"attend",1
"attract",1
"authorize",1
"avoid",1
"await",1
"bake",1
"balance",1
"ban",1
"bang",1
"bare",1
"bat",1
"battle",1
"beam",1
"bear",1
"beat",1
"become",1
"beg",1
"begin",1
"behave",1
"belong",1
"bend",1
"bet",1
"bind",1
"bite",1
"blame",1
"bless",1
"blind",1
"blink",1
"block",1
"blow",1
"blush",1
